Song Name,Duration,Album,Artists,Artist_id,Album_id,Genre,Release_Date
Jamming,3:52,Exodus (Deluxe Edition),Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,1vHvJVBK0WnpbYFw4f4UTD,"reggae, roots reggae",1977-06-03
Buzzing in the Light,4:03,Critical Equation,Dr. Dog,4mLJ3XfOM5FPjSAWdQ2Jk7,0kafVzFVwhsAjOzA2h6QQB,"chamber pop, indie rock, modern folk rock, philly indie, pov: indie, seattle indie, stomp and holler",2018-04-27
Strange Life,4:55,Strange Life,Meernaa,6x8L59xNfuXIM7UfzoSe7g,6k05CMvzLEc2bOZF7djSaL,bay area indie,2018-06-03
Windy Lady - Turbotito Remix,5:06,Windy Lady,"Daniel T., Eiko Hara, Turbotito",2KV7SeH81I26dNswIYrNeY,5ffhihdkfrFSxbk8IGLib5,,2016-09-23
Beauty Sleep,4:78,Beauty Sleep,AB001,7xxxjEnWtmZeBT3A4PxnY7,10TrU13xOOGxPuiAi071tH,,2018-12-28
Hypnosis,3:85,Hypnosis,Holy Hive,1AcZuMRjIAdmksbzApOXnw,1rp51mn7OkWVbpbK3jcAjv,,2019-10-21
Green Tea,1:94,Audio Bartending,Jazzinuf,6rJ1GwtHin2BJbKLuNn9pi,1yHr9p9q6a2HGcSBG9MgKQ,chillhop,2018-04-01
What You Need (feat. Charlotte Day Wilson),3:06,BUBBA,"KAYTRANADA, Charlotte Day Wilson",6qgnBH6iDM91ipVXv28OMu,5FQ4sOGqRWUA5wO20AwPcO,"alternative r&b, escape room, indie soul, lgbtq+ hip hop",2019-12-13
Detroit Part II,7:47,The New Monday,Shigeto,48C2RLG6w7o4jAJjCJKZM8,1VeRcvnJO8aNDEYnoilYpQ,"future garage, wonky",2017-10-06
Swish,4:24,Variable,Millionyoung,3OqimSn68hatcBU1Eq4Ujc,3f7qmXW6pUzxzPXf6WYvUI,chillwave,2013-02-12
Bambi,3:24,Bambi,Hippo Campus,1btWGBz4Uu1HozTwb2Lm8A,6tGEWfRhonWuuQikgOnYhN,"modern rock, pov: indie",2018-09-28
Borboletas,2:43,Borboletas,Maple Syrup,18hiqhddMloGWzY8pNZ8qr,3kYLlCOWPr3eRdEsr9Lv7q,chillhop,2019-03-22
The Gloves Don't Bite - Mount Liberation Unlimited's Re-edit for The Dancefloor,11:26,Mildlife Remixed,"Mildlife, Mount Liberation Unlimited",1lsJmnN90u3KBvF3tGEWr3,5wsf9wjQ4WkAjhz8R34DqH,neo-psychedelic,2018-08-17
Carolina,4:04,Premium,Sam Evian,5MXsi1oKkm8LuStuKkMdzu,7FWOwf5sFpunzLCCPpb21O,neo-psychedelic,2016-09-30
Floating By - Mndsgn Remix,3:95,Floating By (Mndsgn Remix),"Washed Out, Mndsgn",5juOkIIy18sFw9L30syt1Z,4TErSzmKFqLEdOiQkhdqmE,"chillwave, indietronica, neo-synthpop",2017-11-13
"Long Shadow, Short Temper",7:16,Lazy Days,Fat Night,0jUjkZEu17LkjSEQJmcqqi,3dsG1JN1wE7XL5DLuWNKk5,,2015-10-19
Tuesday Afternoon,4:38,Tuesday Afternoon,A House In The Trees,7ybXCaa1Cc7rMNDoMZoWzS,2ymjYamXbYmxOAi2Ph3JIj,,2017-08-09
Milkshake,3:05,Milkshake,"St Francis Hotel, Portugal. The Man",5ovQJMniNkE6D4Bwxxqin9,0cURSqfHeITCd1JlYwpbFu,,2020-01-17
Bananas and Blow,3:58,White Pepper,Ween,3u1ulLq00Y3bfmq9FfjsPu,6xHEzpqk0yDUt2uuodhWqF,alternative rock,2000-05-02
Julia,3:17,Mt. Joy,Mt. Joy,69tiO1fG8VWduDl3ji2qhI,5h9FO7QRZMcrcnSYvihQ01,"pov: indie, stomp and holler",2018-03-02
Sheep,3:73,Mt. Joy,Mt. Joy,69tiO1fG8VWduDl3ji2qhI,5h9FO7QRZMcrcnSYvihQ01,"pov: indie, stomp and holler",2018-03-02
Astrovan,3:1,Mt. Joy,Mt. Joy,69tiO1fG8VWduDl3ji2qhI,5h9FO7QRZMcrcnSYvihQ01,"pov: indie, stomp and holler",2018-03-02
Little Nerves - Video Version,7:09,Little Nerves (Video Version),"Binkbeats, Niels Broos",7exctwYNULoOlBmGGUwIzd,3pLnSqNuMIzD2YJ0Kyr3Z0,"dutch experimental electronic, jazztronica",2017-12-15
Social Jetlag,3:03,Somersault,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,6Kkz3vJXJzemMSQkbsqWQR,"brooklyn indie, indie garage rock, indie rock, indie surf, noise pop, popgaze, shoegaze",2017-06-02
Taking Up Space,3:63,Zest Pop,Mustard Service,7kAZYW5e5hQHYGQ0XHYhns,5pzZw40gzDD1WR5lKkvzqZ,"indie garage rock, miami indie",2017-06-17
Pirouette,2:95,Synthetic Soul,Chiiild,2YqJwmohaNjg9lg51flSax,3ZTUu9z3rxEC4MA9N4ZOzl,indie r&b,2020-02-28
Love Simulator,4:57,The Okumu Sessions,Childhood,3U09GBaLizWYmJGOPlPXra,4rog3ZwuPYocrSBRNndPfz,nottingham indie,2017-12-15
This Simulation Is A Good One,3:53,Joy Techniques,Nate Mercereau,5fUnrD4Bwhct3etEOPID7X,1SPHbwwnXsKMk0pFvMPpon,progressive jazz fusion,2019-07-12
Rose,3:77,Rose,Inner Wave,6AQEfqGPSxZX0nJVonYxi6,4uBpe363rz0WVb9JN26L06,indie garage rock,2019-12-12
サマータイム,6:2,華麗なるエレクトーン -サマータイム-,セキトオ・シゲオ,4fP5zCJRf168wiWHG9tR9m,5STN9WkizILrlz9TmpNJkI,,1977-03-25
Speaking Sonar,3:67,Happy Camper,Summer Salt,3MATPJ9tYbcMhw5VOZrRU6,0ENTaIeJb4WceN1TMDXs5I,,2018-09-28
Hearing Voices,1:81,Wet Glass,Milk Flud,2eEdnVmeOyItecJdIpvUuN,0sa99WhfaFko4zPn6bJY9M,,2012-05-21
To The End,5:92,To The End,Fiendsh,7w7NuGUb1tObaJgBCuqWev,2F2h2HIJBUH3dEXBgItSXS,,2016-01-15
Kaki,7:51,RAS,RAS,5quzk8QzHrBaPWz4JH15cj,0jQ3zArVV1wo3Fjobq1pG5,,2019-05-10
How Could That Be Why?,3:21,Drakkar Nowhere,Drakkar Nowhere,74OIKPjL51NNNrNWBFM4J0,2m4vBbjptYd5BOPFj6WyiT,neo-psychedelic,2016-09-23
20 Pilots,4:15,"Arcstrumentals, Vol. 2",Erick the Architect,2mQLwfvZtvtTbipKn3xHmK,7M9Z18ZeCncQjLfWOHg3s8,underground hip hop,2018-02-16
Everybody Wants to Rule the World,4:87,Elevate,Lettuce,1fZXjUQEkVbB0TvZX4qFR8,5gk2psRxpCHdMXMhZ6prYf,"funk rock, instrumental funk, jam band",2019-06-14
Swimmers,3:96,Swimmers,"Zero 7, Jem Cooke",14H7ag1wpQOsPPQJOD6Dqr,691WK2nkTQrNlq9egbsJQw,"downtempo, electronica, trip hop",2019-10-25
Let It Happen - Soulwax Remix,9:28,Currents B-Sides & Remixes,"Tame Impala, Soulwax",5INjqkS1o8h1imAzPqGZBb,04uXkrNhFJ1iWEo88MGPva,"australian psych, modern rock, neo-psychedelic, rock",2017-11-16
I'm Totally Not Down With Rob's Alien,4:1,They Make Beer Commercials Like This,Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,0t7kKLSzaUGX34vFAz9c01,"indie rock, math pop, post-hardcore, seattle indie",2004
Désolé (feat. Fatoumata Diawara),3:94,Song Machine Episode 2,"Gorillaz, Fatoumata Diawara",3AA28KZvwAUcZuOKwyblJQ,5xbq27ybQPAC8IiLtbHNxN,"alternative hip hop, modern rock, rock",2020-02-27
Plantasia,3:35,Mother Earth's Plantasia,Mort Garson,0WmzT6tMLhdST5BfYagbha,4Pj4zPHuEUPtfacdeTlqUG,"canadian psychedelic, moog, space age pop, synthesizer",1976
151 Rum,2:61,DiCaprio 2,JID,6U3ybJ9UHNKEdsH7ktGBZ7,2oI6gtIXrvNiL2VEMmj5kY,"hip hop, pop rap, rap, underground hip hop",2018-11-26
Love Is the Message,7:49,Love Is the Message,"Yussef Dayes, Alfa Mist, Mansur Brown",2rspptKP0lPBdlJJAJHqht,3xY7kpCMNcluddObRM7vRl,"british jazz, indie soul",2018-07-11
Dream of Peace - Blockhead Remix,4:34,Dream of Peace (Blockhead Remix),"Peace to Mateo, Blockhead",6SIFcg9SFjr81ZDMb0dlOn,0j4ana8uG9rSYOKUpJrzZS,,2018-11-30
El Dorado,3:84,Peak,Choker,5XQRfs0gXs30aWUn1Umves,3DlqoysgHCd3CLV4LUOCnh,alternative r&b,2017-05-06
Keeping Txme,4:77,On Reflection,"Selling, Gold Panda, Jas Shaw",3X14DM8Lf5cyHV4UT9iUCn,2M3QB2FTinPQCwvXojnfTg,experimental electronic,2018-10-10
Saturdays (Again),4:83,Cows on Hourglass Pond,Avey Tare,0yJolfjqzHfNbr9IoBSndu,5jNA5QJJl8BynLKtyrkhGj,"experimental pop, noise pop",2019-03-22
Color my life,3:47,Color my life,Chicano Batman,0LklyUMMUhpIjMgYHlV0hN,5fl1u8ePapDEGNdyiT9Lk3,"la indie, latinx alternative, psychedelic soul, tropical alternativo",2020-02-25
Ferris Wheel,5:43,Dreams,Gábor Szabó,38CPjAAqYV8lTYi6clzbjG,6EKhnNsQKpdyYpqLzQwgvy,spiritual jazz,1968-09-18
Baby (How Much I LFO You),4:53,Knock Knock,DJ Koze,1kR99O4MgSTasyeJh8UFCg,0sT4nyNxsvGNQr1O8OR83O,"electronica, future garage, german techno, hamburg electronic, microhouse, minimal techno",2018-05-04
Tail Chaser,3:59,5 Star Motel,Gitkin,2vNxFvF7ceoR0WeryGVhxt,2K10r4BCz4uNxmYKDNiv5L,instrumental funk,2018-04-06
Manila Ice,2:39,Manila Ice,Eyedress,3XxNRirzbjfLdDli06zMaB,4VBvWp4veEMdP1X5d9UWpS,"noise pop, pov: indie",2017-05-12
Adventure Shit,3:99,Informative Noise,"People Taking Pictures, POW! Negro",71i1Gejir1C7Xh3Bzu4qzA,0y5LYKVjofPwp9m6SnxLFD,psychedelic hip hop,2020-01-08
Peachy,3:52,Last of the Acid Cowboys,Evolfo,6oP90f8WzKpCFRcyZRvYPH,12yK0awDW8z3K5l96PmYjm,neo-psychedelic,2017-04-07
No Depression,3:12,Earthtones,Bahamas,4C50EbCS11M0VbGyH3OfLt,1K3XPBfAfPO7jJhqTq4xME,"canadian indie, indie folk, stomp and holler",2018-02-16
T.N.T.,3:58,High Voltage,AC/DC,711MCceyCBcFnzjGY4Q7Un,19AUoKWRAaQYrggVvdQnqq,"australian rock, hard rock, rock",1976-05-14
Checks,1:94,Ghosts Will Take Care of You,Lester Nowhere,0wolj0IKnhhYnBFynfNaQn,4YVIXQhywNwW5H8bzpb1HM,"chillhop, lo-fi beats",2018-03-21
TTYL,3:86,Morabeza Tobacco,Morabeza Tobacco,0zce27eTR25aKpjQ7CvOA7,65k0bjiekEp3LLDQC2rOa9,stockholm indie,2019-05-24
Wayside,3:0,Old Ghost,Renata Zeiguer,4PjjytFMesfTDa9BmydLGW,5XoLklPWUCKicIZbC0KxoA,brooklyn indie,2018-02-23
Blu (feat. Damon Albarn),4:54,Mura Masa,"Mura Masa, Damon Albarn",5Q81rlcTFh3k6DQJXPdsot,0NBTBo1qrg554sAj79nEqD,"channel islands indie, escape room, hyperpop, indie soul, vapor soul",2017-07-14
Le hameau,3:76,Windowsill,Mcbaise,1bHp6iVI7Jit4RCKtic0YO,5UHGtWF2am1D3UpK4qNOyB,,2017-09-15
Désolé (feat. Fatoumata Diawara),3:94,Désolé (feat. Fatoumata Diawara),"Gorillaz, Fatoumata Diawara",3AA28KZvwAUcZuOKwyblJQ,2qNfvS5jJISbEh8m90dzU6,"alternative hip hop, modern rock, rock",2020-02-27
Mellow High,2:76,Jazzbois Goes Blunt,Jazzbois,0jq1z5MQSlFtvpbnLzeEul,5is6FD2eStlO0ObHFWriyQ,"modern jazz trio, uk contemporary jazz",2019-10-23
Aquatic Groove,1:8,Desired Things,ØDYSSEE,6f2Y46Pw2IYGoURJREJDiA,4gUxzvRHpX0SafqS6GqQii,chillhop,2019-02-19
Slow Again,1:6,Romantic,"Sugi.wa, Slowya.roll",0XUBVuE1odesNug0oKt9Me,6G0QIYIcUNj2MKNuAJd7x3,"chillhop, lo-fi beats",2020-02-10
イン・ザ・サン・アゲイン,2:83,the CITY,Sunny Day Service,4cSyPcpldERtF4eL3NB9dn,7EexNnMtCiuxkGrv5RwQLT,"j-rock, japanese alternative rock",2018-03-14
Bet She Looks Like You,3:76,Green Twins,Nick Hakim,1Goe2NezNnym45kco2xTk6,6booRahW0CwbWrAkv0cYs9,"alternative r&b, hypnagogic pop, indie soul",2017-05-19
A Trick of the Light - Bibio Remix,3:15,A Trick of the Light (Bibio Remix),"Villagers, Bibio",2m1l9MLSslzup4vvokKgvQ,2M28jeE1aL53Y9HmvKdGLs,"chamber pop, indie folk, irish rock",2018-09-17
Green Rain,2:64,Green Rain,Mvzonik,7dsOMl9N6ds8gsEFzbW7pd,7Ck6MKQPoG06WlkpP44Vff,,2017-04-17
Say That,4:74,Anything In Return,Toro y Moi,6O4EGCCb6DoIiR6B1QCQgp,3xDRuOqakukb1SjHQG4WWc,"chillwave, hypnagogic pop, indie soul, indietronica",2013-01-22
Smoke & Mirrors,3:64,Cosmic Intoxication,TOKiMONSTA,3VwKSHAfgzV1DOHV0aANCI,73lYQwWWFUznlP4SjsJYL9,"chillwave, electra, escape room, indietronica, instrumental hip hop, wonky",2010-06-21
I Don't Mind,5:0,S. Santa Fe,The Shed,4USGSagoUX6RChDI5dikkd,7s6vubXRoiXXOq4AY2mxgc,,2018-01-29
Vertigo,3:26,Requiem,Shey Baba,6rqXNMsClfcGgr3LggF7xL,63uG8MnUXEIfG30viI6APQ,la pop,2019-05-10
Tenderness,4:02,Anak Ko,Jay Som,1wmiQ6ytATiGnJs6uFluKO,6ufXh8u7kIJE5EiutbOjyj,"art pop, bay area indie, bubblegrunge, indie pop, oakland indie, small room",2019-08-23
Nada,3:78,Liminality EP,Mellah,2GLV4oAUIsOw1PIHthXqpF,4aQDAo6wURsJi1Xzz5LwSz,,2017-05-12
Drifter,3:85,Haven,Tree Theater,3KowkYY3lvvb4Tk342GXQ5,1q2EcK0A3bcGTvXxXDwCAB,,2020-01-02
Welcome,2:76,Wild World,"Space Invadas, Natalie Slade",6E2oQ9elEXM4PMyQ8nMjuS,6tFKuPJseqoH7tGklaoVhq,australian r&b,2018-04-13
Texas Sun,4:21,Texas Sun,"Khruangbin, Leon Bridges",2mVVjNmdjXZZDvhgQWiakk,5BAukn6AWk5tubfqjtN8gd,"indie soul, neo-psychedelic, world",2020-02-07
take me there,3:17,just friends,"potsu, Chance Thrash",5XE0fiZWGbq9TcSuWwJ1fA,16Plc6F8ZjKVlaqEkbCKfr,"japanese chillhop, lo-fi beats, lo-fi rap",2018-07-17
'Cause I'm A Man,4:03,Currents,Tame Impala,5INjqkS1o8h1imAzPqGZBb,79dL7FLiJFOO0EoehUHQBv,"australian psych, modern rock, neo-psychedelic, rock",2015-07-17
Eventually,5:31,Currents,Tame Impala,5INjqkS1o8h1imAzPqGZBb,79dL7FLiJFOO0EoehUHQBv,"australian psych, modern rock, neo-psychedelic, rock",2015-07-17
Magic--Pearl,3:35,Sights & Sounds,Arbour,3pSfwb3p6BVPTYDkNdgxS2,5aYSZXvc6VcNWB3jdaqQBK,"chillhop, lo-fi beats",2018-02-23
Opening Act (The Shooby Dooby Song),3:86,Earthtones,Bahamas,4C50EbCS11M0VbGyH3OfLt,1K3XPBfAfPO7jJhqTq4xME,"canadian indie, indie folk, stomp and holler",2018-02-16
Untitled,2:99,Untitled,Kate Bollinger,4eArh1v6UwBbKkjdgHCned,0Ycva8sqd96rxJAQhYFqSt,"charlottesville indie, indie pop",2019-05-21
"Les Jeux d'eaux a la Villa d'Este, S. 163",8:32,Franz Liszt: Volume 2,"Franz Liszt, Garrick Ohlsson",1385hLNbrnbCJGokfH2ac2,3laSrDlysSAKcQa7J69ZNd,"classical, late romantic era",2013-10-01
Timothy,3:84,Lover Chanting EP,Little Dragon,6Tyzp9KzpiZ04DABQoedps,62qMaZERK3xLfIHp8m6iHN,"art pop, chillwave, downtempo, electronica, gothenburg indie, indie soul, indietronica, neo-synthpop, swedish electropop, swedish synthpop, trip hop",2018-11-09
Baby,4:32,Crawl Space,Tei Shi,1xcMOgFUM1IYZE22YjCvsL,0j72ioWBnqYdL0jiihyNhf,"alternative r&b, art pop, escape room, gauze pop, shimmer psych, spectra, vapor pop",2017-03-31
I Want What You Got,4:04,Lost in the Night,Palace,48vDIufGC8ujPuBiTxY8dm,50lmuZTx1lNcNFjY2cr3HB,english indie rock,2014-10-20
Madagascar,3:23,Let's Build a Roof,LAKE,1KvWSkU2qrxVTpkMgdMqqF,6ckmpSKeEWOpWHTfa5zaUn,olympia wa indie,2009-10-06
Bad Bad News (feat. Terrace Martin) - Ricky's Vibe Tape,4:11,Bad Bad News (feat. Terrace Martin) [Ricky's Vibe Tape],"Leon Bridges, Terrace Martin",3qnGvpP8Yth1AqSBMqON5x,0ou3QftbYAos5IpMVqENlD,"indie folk, modern blues, neo mellow, neo soul, soul",2018-04-27
One For Chuck,5:89,Let It Wander,Circles Around The Sun,4Aixcj6XBhqbdEHDKS7QcH,6X1tor4uATikNtGxWkHuEA,jam band,2018-08-17
You're All I Need,3:25,Return To The 37th Chamber,"El Michels Affair, Lady Wray",0cLrgpG3pW4MX4nD8h6qCc,6Nh3QPuiewbejUWvwEEvgq,"afrobeat, funk, instrumental soul",2017-04-14
Who Makes Your Money,3:75,Transference,Spoon,0K1q0nXQ8is36PzOKAMbNe,4dottRqBvb6avuAQyMrO3D,"alternative rock, austindie, indie rock, modern rock",2010-01-01
Shiggy,3:66,Everyone's Invited,"Sports, KeithCharles",4AGNJdJiVltImYk1UTLE0K,1xsXAgHJ0XQ2NBLlKCbVZU,tulsa indie,2018-08-24
Heaven's Only Wishful - Extended Version,5:36,Heaven's Only Wishful,MorMor,63vaeIIBKIe9zT91EORVbr,0c9sWtTqYILWgEddwu4Qiv,canadian contemporary r&b,2018-06-22
Camel Swallowed Whole,4:32,Magick Songs,JEFF The Brotherhood,1yhtlCNnRgCNGnsy2K7mHm,5ShYfIscLepPhSoh015B8g,,2018-08-24
Depths (Pt. I),2:83,Willowbank,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,73LIyZFPIKHh7lCepejGSt,"chillwave, christchurch indie, nz pop",2017-10-04
Big Picture,3:64,Big Picture,La Battue,1beQgGMe1g3tnaTa2lwMnL,5Wr932CqMkxtouGMUPWASa,,2019-04-19
Forever,2:68,Forever - Single,Pete Drake,15QFACW5Ds2oQABA1Atqxs,3dFOqlJ8fvDuRH50WABIJm,steel guitar,2017-02-07
John Cage - Edit,4:3,John Cage,Ross from Friends,1Ma3pJzPIrAyYPNRkp3SUF,7b3rkiHu6ihDV2rPLLs8JQ,"electronica, future garage, lo-fi house",2018-03-15
This Place,6:5,This Place,Retiree,6ZQqL5j1TcUxksv09mNo9o,4GVPLSP7i0JaBSToaCVCk7,,2015-06-22
Exotica,5:21,Parcels,Parcels,3oKRxpszQKUjjaHz388fVA,6tNAnVG8xrmMbINuWutrNy,"aussietronica, indie soul",2018-10-12
Ode To Dom,3:76,Moving On,Babeheaven,0RlWCq8bq0lJgR6ZTvcqjQ,5i9LXNHIoFOT9d8A0api3j,british soul,2016-10-14
How It Left,4:44,Awake And Pretty Much Sober,"Violents, Monica Martin",60TNJmdydd6J3cjnXvummS,0iGBpHuERAHeBKh33PTUZT,springfield mo indie,2017-04-28
Breathe Deeper,6:21,The Slow Rush,Tame Impala,5INjqkS1o8h1imAzPqGZBb,31qVWUdRrlb8thMvts0yYL,"australian psych, modern rock, neo-psychedelic, rock",2020-02-14
In Luv Again,2:97,In Luv Again,Funky Notes,6LSrnKA5oEVsLopxSMVGFR,27N2p2Hp4S7Tz47w894wmc,,2020-02-14
Is It True,3:99,The Slow Rush,Tame Impala,5INjqkS1o8h1imAzPqGZBb,31qVWUdRrlb8thMvts0yYL,"australian psych, modern rock, neo-psychedelic, rock",2020-02-14
Lost In Yesterday,4:16,The Slow Rush,Tame Impala,5INjqkS1o8h1imAzPqGZBb,31qVWUdRrlb8thMvts0yYL,"australian psych, modern rock, neo-psychedelic, rock",2020-02-14
On Track,5:03,The Slow Rush,Tame Impala,5INjqkS1o8h1imAzPqGZBb,31qVWUdRrlb8thMvts0yYL,"australian psych, modern rock, neo-psychedelic, rock",2020-02-14
Glimmer,2:15,The Slow Rush,Tame Impala,5INjqkS1o8h1imAzPqGZBb,31qVWUdRrlb8thMvts0yYL,"australian psych, modern rock, neo-psychedelic, rock",2020-02-14
It Might Be Time,4:55,The Slow Rush,Tame Impala,5INjqkS1o8h1imAzPqGZBb,31qVWUdRrlb8thMvts0yYL,"australian psych, modern rock, neo-psychedelic, rock",2020-02-14
Strawberry Cough,1:93,Strawberry Cough,Smoke Trees,6cN5TvotJoRbhYHoCHw8BI,7A6RTMc2IVLvbN2HJq28To,"chillhop, lo-fi beats",2019-07-31
Pico,1:6,Pico,"Flughand, Smuv",6x5HLaMcoxaULXpgN0NJbb,0KShUCdCUmicwnDk2WQBZY,"chillhop, lo-fi beats",2019-03-22
Think for Yourself,2:51,Think for Yourself,Moonspatz,63Cv3MetKEN8bhsAo4n6nK,2cgAsluSyoCwyXlWgIGNOV,lo-fi jazzhop,2020-01-10
Kumomi,3:79,February: A Rest in Beats Tribute to the Sounds of Nujabes,Funky DL,3V35H6xv4eium9zl8CQeG5,4bY9u3kqWLOzsr6KnRvhjR,jazz rap,2014-11-24
Kindness,2:6,Kindness,HNNY,6Yae9Ia1nq6JLLojBzwN1r,3tZgm1ojrqV5akitFntyTV,"deep house, future garage, indie soul, swedish electronic, swedish house, swedish synthpop",2020-01-31
Rain II,5:7,Rain II,Michael David,5C1YLUNAIIJEU0Zrl251QX,0QcazTCYnl0DOKuaiwk43p,,2019-10-29
Ghost Pong,4:86,Ghost Pong,Emancipator,6HCnsY0Rxi3cg53xreoAIm,5VZ6W1glrfShr200XiOAUp,"downtempo, livetronica, trip hop",2017-08-22
Reach You,4:57,Reach You,Harry Jay-Steele,1nJgCnenw0dYwvv56Q6Svs,0Z0sr1eeZIa8Ww1uUEHaXc,,2017-02-03
Clasped Hands,3:81,Warm Blood,Blithe Field,4effiSDHnV1sU1FaLSWIRS,17Q2cNJOMePZZQyA9boAyV,"experimental ambient, shimmer psych",2012-04-12
King of Echo Park,4:1,Death of a Party Girl,TV Girl,0Y6dVaC9DZtPNH4591M42W,1C9mqmOBCMMcgKM9EjWc9s,pov: indie,2018-05-08
Là-haut,3:86,Matahari,L'Impératrice,4PwlsrN0t5mLN0C827cbEU,5sHGrCTK2Y6hTzMSDKxySV,"french indie pop, french indietronica, french synthpop",2018-03-02
A Moment,3:16,Like a Baby,Jerry Paper,2gzxBoK71ohENPlxlshHV7,1rq7GrGpTk2bK81uj6N8YJ,"experimental pop, indie garage rock",2018-10-12
Timeshare (Wizaard Remix),4:07,Timeshare (Wizaard Remix),Spaceface,3rcMe5nRZ2Z6Qbx1OB0vIz,1Ui2Ci0YgfjWSk5E0Smpt6,neo-psychedelic,2018-03-17
Movements (Chapter III),3:86,Nothing Is Still,Leon Vynehall,2o7L9DNcmzocYll1o0GGTU,6WeIO0CpDMiMXTglv0KuLr,"ambient house, deep house, electronica, float house, future garage, microhouse, outsider house, uk house, wonky",2018-06-15
anemone,3:8,fabulist,slenderbodies,3S4d3YRNGg2OhnNm3QvfhA,1vaFEGAj0JSQSM2SlK0B3X,vapor soul,2017-04-12
mirage,3:2,fabulist,slenderbodies,3S4d3YRNGg2OhnNm3QvfhA,1vaFEGAj0JSQSM2SlK0B3X,vapor soul,2017-04-12
Existence,4:94,Communication,Hugues Rey,4jaFWxx940JWvreSML6slM,068oBXFFaxyVa8CC15OyGu,,2017-04-07
Significant Landscapes,2:75,Roots / Significant Landscapes,Carriages,4LlaNgLIHWEf9gE5gUxXeK,2jOdbkVh0qryD2kFkiKuiz,,2014-06-16
It Doesn't Matter,3:3,Alpha,Heathens,0T89XMCYFvlrT7mhImD0mq,09DYHBn4ozYX24cGAqT4l7,,2016-02-05
Discover,6:5,Air,Tentura,6BQ1BhtrM8AesrBYpsoNRj,4eZ8SOz2C2AzaDYfMhfnJ0,"ambient psychill, psychill",2009-03-31
New Age of Christ,5:01,Burning Feeling,Lovelock,4XJu172tX3p3XS0jXHMSjT,6u03e1jynplrbBkEZVCm6P,,2012-05-21
My Doorbell,4:03,Get Behind Me Satan,The White Stripes,4F84IBURUo98rz4r61KF70,6K8LgaK1oJFfZfNGszd4TG,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",2005-06-07
Molly (feat. Brendon Urie of Panic at the Disco),4:07,Professional Rapper,"Lil Dicky, Brendon Urie",1tqhsYv8yBBdwANFNzHtcr,5eLVoIPq7P3Bu29lVgD4x0,"comedy rap, indie pop rap, pop rap",2015-07-31
Only For The Night,3:79,…And The Battle Begun,Rx Bandits,47bGK00zHXcGlUWfrE0dvi,0bjJmoZgV7ijmlMwvF0Oij,,2006-08-08
Cold War,3:38,Blood Type,Cautious Clay,6iWuBN32BqCJAeXW6o3nil,1xpNb3oOnWsZJYQyomLe4Z,"indie r&b, nyc pop",2018-02-21
New Tide,4:86,Creatures,Mo Lowda & the Humble,3P3iJ6AlAdlb4tYAu00Fhk,7HLwg36VwiUxZM88JUGqvv,"deep new americana, philly indie",2018-03-13
Locket,5:31,Locket,Crumb,4kSGbjWGxTchKpIxXPJv0B,2Q61Zm3rOli876QegmVY50,neo-psychedelic,2017-06-23
Snickersnee,3:77,Face Stabber,Thee Oh Sees,3qYfqdVwX0fil71onLpLkh,2asqm6ydqbRKZKbXfGIhrX,"bay area indie, crank wave, double drumming, garage pop, garage rock, indie rock, lo-fi, neo-psychedelic, noise pop, noise rock, psychedelic punk",2019-08-16
NSA Blues,3:53,Okey Dokey,Natural Child,7epIIT85VR8OEggqKO3RSt,0pNfof60Wk5NVY6tKYcXha,"garage pop, neo-psychedelic",2016-09-16
Cherry Bloom,3:81,Meet Your Maker,Club Kuru,1AdQnmF6taa106PwtUBK6O,4xAJusmVUAECyYeFJPe393,"neo-psychedelic, vapor soul",2019-05-03
Deleter,3:91,Deleter,GROUPLOVE,3kVUvbeRdcrqQ3oHk5hPdx,4daspdXy4FtNb0GkxtdV3A,"indie rock, la indie, modern alternative rock, modern rock, pov: indie",2020-01-08
Sensi,3:06,Sensi,Pachyman,515f4vsvg0JQWrmt7qpR6l,69T0ogDf8zeZNwE4WqaryD,"puerto rican indie, tropical alternativo",2020-01-20
This Land (Remix) [From The Tonight Show Starring Jimmy Fallon] [feat. Black Thought],5:12,This Land (Remix) [From The Tonight Show Starring Jimmy Fallon] [feat. Black Thought],"Gary Clark Jr., The Roots, Black Thought",01aC2ikO4Xgb2LUpf9JfKp,2YBFhPxpd7tFj3kd2I2Fx4,"electric blues, modern blues rock, rock, soul blues, texas blues",2020-01-24
In The Morning,3:68,In The Morning,The Breathing Effect,4sfL701NAogwKc7mBMWNsy,0pSG2IlFMwGbpmvd2gij1W,psychedelic jazz fusion,2020-01-22
Should Have Known,3:1,Should Have Known,Still Parade,3CXevh2SLL5B4cuTedOkj5,721uHPCEVjj7Lj06Y7AISh,one-person band,2017-11-29
Reconstruct (feat. Seafloor),5:15,Photay,"Photay, Seafloor",1MSxOmIt7uYgvPydd1tU8F,18rcvgzvr5DMsPNOBwL5Cz,"indie jazz, wonky",2014-09-09
